id,title,genre,year
13486,Pay Day,Comedy|Short,1922
13626,The Smiling Madame Beudet,Drama|Short,1923
13858,The Balloonatic,Comedy|Short,1923
13973,The Dare-Devil,Comedy|Short,1923
14429,Safety Last!,Action|Comedy|Thriller,1923
14532,The Ten Commandments,Biography|Drama|Fantasy|History,1923
14607,White Wings,Comedy|Short,1923
14624,A Woman of Paris: A Drama of Fate,Drama|Romance,1923
14644,The Dramatic Life of Abraham Lincoln,Biography|Drama|History,1924
14826,Dante's Inferno,Drama|Horror|Romance,1924
14831,The Dark Swan,Drama,1924
15039,Kino Eye,Documentary,1924
15064,The Last Laugh,Drama,1924
15163,The Navigator,Action|Comedy|Romance,1924
15175,Die Nibelungen: Siegfried,Adventure|Drama|Fantasy,1924
15202,The Hands of Orlac,Crime|Horror|Mystery|Sci-Fi|Thriller,1924
15224,Peter Pan,Adventure|Family|Fantasy,1924
15400,The Thief of Bagdad,Adventure|Family|Fantasy|Romance,1924
15532,The Adventures of Prince Achmed,Adventure|Animation|Family|Fantasy|Romance,1926
15624,The Big Parade,Drama|Romance|War,1925
15643,Braveheart,Western,1925
15745,The Desert Flower,Western,1925
15791,Faint Perfume,Drama,1925
15881,Greed,Drama|Thriller|Western,1924
15968,Charles XII,Drama|History,1925
16028,Little Annie Rooney,Comedy|Drama,1925
16039,The Lost World,Adventure|Fantasy|Sci-Fi|Thriller,1925
16109,The Midshipman,Drama|Romance,1925
16200,The Parasite,Drama,1925
16230,The Pleasure Garden,Drama|Romance,1925
16269,The Rattler,Short|Thriller|Western,1925
16413,The Teaser,Comedy|Drama|Romance,1925
16627,Bardelys the Magnificent,Drama|Romance,1926
16641,Ben-Hur: A Tale of the Christ,Adventure|Drama|Romance,1925
16847,Faust,Drama|Fantasy|Horror,1926
16884,Flesh and the Devil,Drama,1926
16891,The Flying Horseman,Western,1926
16895,For Heaven's Sake,Action|Comedy|Romance,1926
16926,God Gave Me Twenty Cents,Drama,1926
16938,The Great Gatsby,Drama,1926
17048,A Page of Madness,Drama|Horror|Thriller,1926
17075,The Lodger: A Story of the London Fog,Crime|Drama|Mystery|Thriller,1927
17085,The Love Toy,Comedy,1926
17128,Mother,Drama,1926
17162,Moana,Documentary,1926
17311,The Rat,Crime,1925
17416,The Son of the Sheik,Adventure|Drama|Romance,1926
17463,3 Bad Men,Romance|Western,1926
17505,The Untamed Lady,Drama,1926
17626,The American Beauty,Comedy|Drama|Romance,1927
17675,Birds of Prey,Crime|Drama|Romance,1927
17779,The Crimson Flash,Action|Adventure,1927
17825,When Boys Leave Home,Adventure|Drama|Thriller,1927
17843,Easy Virtue,Romance|Thriller,1927
17925,The General,Action|Adventure|Comedy|Drama|War,1926
18033,It,Comedy|Romance,1927
18051,The Kid Brother,Comedy|Drama|Family|Romance,1927
18066,The End of St. Petersburg,Drama,1927
18207,The Non-Stop Fright,Animation|Short,1927
18213,Oh Teacher,Animation|Comedy|Short,1927
18328,The Ring,Drama|Romance|Sport,1927
18379,7th Heaven,Drama|Romance,1927
18453,The Diplomatic Pouch,Thriller,1927
18455,Sunrise,Drama|Romance,1927
18528,The Unknown,Drama|Horror|Romance|Thriller,1927
18737,Pandora's Box,Crime|Drama|Romance,1929
18744,The Campus Vamp,Comedy|Short,1928
18756,Champagne,Comedy,1928
18839,The Docks of New York,Crime|Drama|Film-Noir|Romance,1928
18864,En confesionario,Comedy|Short,1928
18876,The Farmer's Wife,Comedy|Drama|Romance,1928
18931,Gentlemen Prefer Blondes,Comedy,1928
19035,Interference,Drama,1928
19130,The Man Who Laughs,Drama|Mystery|Romance|Thriller,1928
19254,The Passion of Joan of Arc,Biography|Drama|History,1928
19264,The Perfect Crime,Crime|Drama,1928
19286,Storm Over Asia,Drama|War,1928
19374,Shiraz,Drama|History|Romance,1928
19385,Simba: The King of the Beasts,Documentary,1928
19421,"Steamboat Bill, Jr.",Action|Comedy|Drama|Family|Romance,1928
19429,Street Angel,Drama,1928
19542,Wait and See,Comedy,1928
19574,White Shadows in the South Seas,Drama|Romance,1928
19575,King's Mate,Adventure,1928
19585,The Wind,Drama|Romance|Thriller|Western,1928
19729,The Broadway Melody,Drama|Musical|Romance,1929
19736,Bullets and Justice,Western,1929
19760,Man with a Movie Camera,Documentary|Music,1929
19843,Dynamite,Drama,1929
19852,Eternal Love,Drama|Romance,1929
19959,Hallelujah,Drama|Musical,1929
20075,Laila,Drama|Romance,1929
20142,The Manxman,Drama|Romance,1929
20223,Noah's Ark,Drama|War,1928
20264,Perfect Day,Comedy|Short,1929
20269,Piccadilly,Crime|Drama,1929
20283,Port of Dreams,Drama,1928
20286,A Throw of Dice,Adventure|Drama|Romance,1929
20389,The Sixth Sense,Drama,1929
20523,Turksib,Documentary,1929
20556,The Virginian,Romance|Western,1929
20563,Days of Youth,Comedy,1929
20643,Another Fine Mess,Comedy|Family|Short,1930
20691,The Big Trail,Adventure|Romance|Western,1930
20715,Too Young to Marry,Comedy,1931
20768,City Girl,Drama|Romance,1930
20814,David Golder,Drama,1931
20827,The Divorcee,Drama|Romance,1930
20873,Fast and Loose,Comedy|Romance,1930
20876,Feet First,Adventure|Comedy|Family|Romance,1930
20960,Hell's Angels,Drama|War,1930
21015,Juno and the Paycock,Comedy|Drama,1929
21025,King of Jazz,Animation|Comedy|Musical,1930
21079,Little Caesar,Action|Crime|Drama|Romance,1931
21080,Live and Learn,Comedy|Short,1930
21091,Lord Richard in the Pantry,Drama,1930
21106,Madam Satan,Comedy|Drama|Musical|Romance,1930
21153,Monte Carlo,Comedy|Musical|Romance,1930
21165,Murder!,Crime|Mystery|Thriller,1930
21375,Enthusiasm,Documentary,1930
21409,Under the Roofs of Paris,Comedy|Drama|Musical|Romance,1930
21542,Westfront 1918,Drama|Romance|War,1930
21543,What Men Want,Drama|Romance,1930
21571,Earth,Drama,1930
21594,The Light of the World,Drama|Fantasy,1931
21595,Alexander Hamilton,Biography|Drama|History,1931
21598,Alibi,Mystery,1931
21610,Annabelle's Affairs,Romance,1931
21622,Arrowsmith,Drama,1931
21636,Bad Sister,Drama,1931
21642,The Barnyard Broadcast,Animation|Comedy|Family|Music|Short,1931
21662,The Sorrow of the Beautiful Woman,Drama,1931
21663,Bimbo's Express,Animation|Comedy|Family|Short,1931
21664,Bimbo's Initiation,Animation|Comedy|Family|Short,1931
21687,Bosko the Doughboy,Animation|Comedy|Family|Short|War,1931
21739,La Chienne,Crime|Drama,1931
21775,Daddy Long Legs,Comedy|Romance,1931
21778,"Dance, Fools, Dance",Crime|Drama|Romance,1931
21814,Dracula,Drama|Fantasy|Horror,1931
21815,Drácula,Drama|Fantasy|Horror,1931
21949,Hell Bound,Drama,1931
22017,Comradeship,Drama,1931
22074,The Smiling Lieutenant,Comedy|Musical|Romance,1931
22080,Limit,Drama|Romance,1931
22105,The Neighbor's Wife and Mine,Comedy|Drama,1931
22150,Le Million,Comedy|Musical,1931
22153,The Miracle Woman,Drama|Romance,1931
22183,Mädchen in Uniform,Drama|Romance,1931
22223,Baby's Laxative,Comedy,1931
22236,Other Men's Women,Drama|Romance,1931
22266,The Pip from Pittsburg,Comedy|Short,1931
22422,The Spirit of Notre Dame,Drama|Sport,1931
22431,Stella del cinema,Music|Romance,1931
22472,The Terror of Batignolles,Short,1931
22520,Unfaithful,Drama|Romance,1931
22630,Any Old Port!,Comedy|Short,1932
22654,Barnyard Olympics,Animation|Comedy|Family|Short|Sport,1932
22657,Battling Bosko,Animation|Comedy|Family|Short,1932
22685,A Bill of Divorcement,Drama,1932
22689,Bird of Paradise,Adventure|Drama|Romance,1932
22718,Boudu Saved from Drowning,Comedy,1932
22782,County Hospital,Comedy|Short,1932
22790,"Crosby, Columbo, and Vallee",Animation|Comedy|Family|Musical|Short,1932
22799,Dancers in the Dark,Drama,1932
22835,Dr. Jekyll and Mr. Hyde,Horror|Sci-Fi,1931
22879,A Farewell to Arms,Drama|Romance|War,1932
22883,The Fatal Glass of Beer,Comedy|Short|Western,1933
22905,Forbidden,Drama|Romance,1932
22913,Freaks,Drama|Horror,1932
22914,Freddy the Freshman,Animation|Comedy|Family|Musical|Short|Sport,1932
22956,Goopy Geer,Animation|Comedy|Family|Musical|Short,1932
23001,Der Herr Bürovorsteher,Comedy,1931
23027,Horse Feathers,Comedy|Family|Musical|Romance|Sport,1932
23043,I Love a Parade,Animation|Comedy|Family|Musical|Short,1932
23044,I Wish I Had Wings,Animation|Comedy|Family|Musical|Short,1932
23049,If I Had a Million,Comedy|Drama,1932
23050,Igloo,Documentary|Drama,1932
23140,Lighthouse Love,Animation|Comedy|Short,1932
23158,Love Me Tonight,Comedy|Musical|Romance,1932
23194,The Mask of Fu Manchu,Adventure|Horror|Sci-Fi,1932
23238,The Most Dangerous Game,Action|Adventure|Horror|Thriller,1932
23277,No Man of Her Own,Comedy|Drama|Romance,1932
23313,Pagan Moon,Animation|Comedy|Family|Musical|Short,1932
23382,Red Dust,Drama|Romance,1932
23410,Rome Express,Adventure|Crime|Drama|Romance|Thriller,1932
23427,Scarface,Action|Crime|Drama|Film-Noir|Thriller,1932
23433,School Days,Animation|Short,1932
23563,The Testament of Dr. Mabuse,Crime|Mystery|Thriller,1933
23613,Towed in a Hole,Comedy|Family|Short,1932
23622,Trouble in Paradise,Comedy|Crime|Romance,1932
23635,Unashamed,Drama,1932
23666,Walking the Baby,Comedy|Short,1933
23718,You're Too Careless with Your Kisses!,Animation|Comedy|Family|Musical|Short,1932
23794,Berkeley Square,Fantasy|Romance,1933
23814,The Bitter Tea of General Yen,Drama|Romance|War,1932
23948,Dinner at Eight,Drama,1933
23969,Duck Soup,Comedy|Musical,1933
24034,42nd Street,Comedy|Drama|Musical|Romance,1933
24069,Gold Diggers of 1933,Comedy|Drama|Musical,1933
24188,Island of Lost Souls,Horror|Sci-Fi,1932
24240,Lady for a Day,Comedy|Drama,1933
24252,Playing at Love,Drama|Romance,1933
24262,The Little Giant,Comedy|Crime|Romance,1933
24316,Me and My Pal,Comedy|Family|Short,1933
24330,Mickey's Mechanical Man,Animation|Comedy|Family|Sci-Fi|Short,1933
24353,Morning Glory,Drama|Romance,1933
24396,The Nuisance,Comedy|Drama|Romance,1933
24481,Queen Christina,Biography|Drama|Romance,1933
24561,The Sin of Nora Moran,Adventure|Crime|Drama,1933
24601,Sons of the Desert,Comedy|Family,1933
24605,The Sphinx,Adventure|Crime|Mystery,1933
24675,Today We Live,Drama|Romance|War,1933
24683,Too Much Harmony,Comedy|Musical,1933
24748,Waltzing Matilda,Comedy,1933
24779,The Wizard of Oz,Animation|Comedy|Family|Fantasy|Short,1933
24805,'Neath the Arizona Skies,Western,1934
24808,365 Nights in Hollywood,Comedy|Music|Romance,1934
24844,L'Atalante,Comedy|Drama|Romance,1934
24852,March of the Wooden Soldiers,Comedy|Family|Fantasy|Musical,1934
24894,The Black Cat,Adventure|Crime|Horror|Romance|Thriller,1934
24961,The Cat's-Paw,Comedy,1934
24966,Chapayev,Biography|Drama|History|War,1934
24991,Cleopatra,Biography|Drama|History|War,1934
25164,The Gay Divorcee,Comedy|Musical|Romance,1934
25204,Green Eyes,Mystery,1934
25244,Der Herr der Welt,Sci-Fi,1934
25250,"Hi, Nellie",Comedy|Crime|Drama|Romance,1934
25272,The House of Rothschild,Biography|Drama|History|War,1934
25280,I Believed in You,Drama,1934
25301,Imitation of Life,Drama|Romance,1934
25318,It's a Gift,Comedy,1934
25335,Judge Priest,Comedy|Drama|Romance,1934
25456,Man of Aran,Documentary,1934
25480,Bad Seed,Comedy|Drama|Romance,1934
25504,Million Dollar Baby,Comedy|Drama|Music,1934
25591,Oliver the Eighth,Comedy|Family|Short,1934
25610,Our Daily Bread,Drama|Romance,1934
25710,The Return of Bulldog Drummond,Mystery,1934
25913,The Triumph of the Will,Documentary|History,1935
25919,Twentieth Century,Comedy|Romance,1934
25929,A Story of Floating Weeds,Drama,1934
25934,Unknown Blonde,Crime|Drama|Romance,1934
26019,Young and Beautiful,Comedy|Music|Romance,1934
26023,Zouzou,Crime|Musical|Romance,1934
26129,Bordertown,Crime|Drama,1935
26138,The Bride of Frankenstein,Drama|Horror|Sci-Fi,1935
26144,Broadway Melody of 1936,Musical|Romance,1935
26164,Call of the Wild,Adventure|Drama|Family|Western,1935
26174,Captain Blood,Action|Adventure|History|Romance,1935
26199,Charlie Chan in Shanghai,Crime|Drama|Mystery|Thriller,1935
26249,The Crusades,Adventure|Drama|History|War,1935
26261,Dangerous,Drama|Romance,1935
26262,Dante's Inferno,Drama,1935
26266,David Copperfield,Adventure|Drama|Family|Romance,1935
26310,An Elephant Never Forgets,Animation|Comedy|Musical|Short,1934
26393,'G' Men,Crime|Drama|Film-Noir|Thriller,1935
26407,The Ghost Rider,Western,1935
26452,Hands Across the Table,Comedy|Romance,1935
26519,If You Could Only Cook,Comedy|Romance,1935
26529,The Informer,Crime|Drama,1935
26657,Loves of a Dictator,History|Romance,1935
26816,On Ice,Adventure|Animation|Comedy|Family|Short,1935
26997,Silent Valley,Western,1935
27054,Street Song,Musical,1935
27057,Suicide Squad,Action|Drama|Romance,1935
27062,Swedenhielms,Comedy|Drama,1935
27067,Sylvia Scarlett,Comedy|Drama|Romance,1935
27125,Top Hat,Comedy|Musical|Romance,1935
27131,Transatlantic Tunnel,Drama|Sci-Fi,1935
27438,The Charge of the Light Brigade,Action|Adventure|Romance|War,1936
27478,The Crime of Monsieur Lange,Comedy|Crime|Drama,1936
27515,Desire,Comedy|Crime|Romance,1936
27545,Dracula's Daughter,Drama|Fantasy|Horror,1936
27552,"Bizarre, Bizarre",Comedy,1937
27630,Follow the Fleet,Comedy|Musical|Romance,1936
27672,Sisters of the Gion,Drama,1936
27698,The Great Ziegfeld,Drama|Musical,1936
27818,Jenny,Drama,1936
27884,Libeled Lady,Comedy|Romance,1936
27888,Backstage,Drama|Musical,1937
27893,Little Lord Fauntleroy,Drama|Family,1936
27914,Love on the Run,Comedy|Fantasy|Romance,1936
27963,Mickey's Polo Team,Animation|Comedy|Family|Short|Sport,1936
28010,My Man Godfrey,Comedy|Drama|Romance,1936
28021,Osaka Elegy,Comedy|Drama,1936
28096,The Petrified Forest,Drama|Thriller,1936
28118,Poor Little Rich Girl,Adventure|Comedy|Family|Musical|Romance,1936
28201,The Story of a Cheat,Comedy,1936
28231,Secret Agent,Mystery|Thriller,1936
28240,Doomed Cargo,Crime|Thriller,1936
28313,The Story of Louis Pasteur,Biography|Drama|History,1936
28333,Swing Time,Comedy|Musical|Romance,1936
28478,The Walking Dead,Crime|Drama|Horror|Sci-Fi,1936
28661,The Bride Wore Red,Comedy|Drama|Romance,1937
28723,"I, Claudius",Drama,1937
28806,Double or Nothing,Comedy|Music|Romance,1937
28817,Ebb Tide,Adventure|Drama|Romance,1937
28844,Exclusive,Action|Crime|Drama|Romance|Thriller,1937
28925,Get Rich Quick Porky,Animation|Comedy|Family|Short,1937
28944,The Good Earth,Drama|Romance,1937
28950,The Grand Illusion,Drama|War,1937
28955,The Great O'Malley,Drama,1937
29030,The Hurricane,Action|Drama|Romance,1937
29053,It Can't Last Forever,Adventure|Comedy|Crime|Drama|Romance,1937
29080,Kid Galahad,Crime|Drama|Romance|Sport,1937
29169,Love Under Fire,Crime|Drama|Romance|War,1937
29284,My Favorite Wife,Comedy|Romance,1940
29309,Night Key,Crime|Thriller,1937
29339,The Old Mill,Animation|Comedy|Family|Musical|Short,1937
29394,The Pearls of the Crown,Comedy|History,1937
29427,Porky's Garden,Animation|Comedy|Family|Short,1937
29508,SOS Coast Guard,Adventure|Horror|Romance|Sci-Fi,1937
29541,Sh! The Octopus,Comedy|Mystery|Thriller,1937
29546,Shall We Dance,Comedy|Musical|Romance,1937
29557,What Did the Lady Forget?,Comedy|Drama,1937
29577,Slave Ship,Adventure|Drama,1937
29583,Snow White and the Seven Dwarfs,Adventure|Animation|Family|Fantasy|Musical|Romance,1937
29604,Stage Door,Comedy|Drama,1937
29611,Storm in a Teacup,Comedy|Romance,1937
29658,They Won't Forget,Drama|Film-Noir|Mystery,1937
29808,You Only Live Once,Crime|Drama|Film-Noir,1937
29811,Young and Innocent,Crime|Mystery|Romance|Thriller,1937
29843,The Adventures of Robin Hood,Action|Adventure|Romance,1938
29864,The Amazing Dr. Clitterhouse,Crime|Drama,1938
29870,Angels with Dirty Faces,Crime|Drama|Film-Noir|Thriller,1938
29923,Block-Heads,Comedy|Family|War,1938
29937,Border G-Man,Western,1938
29942,Boys Town,Biography|Drama|Family,1938
29947,Bringing Up Baby,Comedy,1938
29989,Child Bride,Drama,1938
29995,The Citadel,Drama,1938
30046,The Declaration of Independence,Drama|History|Short,1938
30092,The Dybbuk,Drama|Fantasy,1937
30214,Hard to Get,Comedy|Romance,1938
30215,Have You Got Any Castles?,Animation|Comedy|Family|Musical|Short,1938
30252,Hotel du Nord,Comedy|Drama|Romance,1938
30300,Jungle Jitters,Animation|Comedy|Family|Short,1938
30418,Marie Antoinette,Biography|Drama|History|Romance,1938
30464,Mother Carey's Chickens,Drama|Romance,1938
30520,Old Smokey,Animation|Comedy|Family|Short,1938
30522,Olympia Part One: Festival of the Nations,Documentary|Sport,1938
30523,Olympia Part Two: Festival of Beauty,Documentary|Sport,1938
30625,Prison Break,Crime|Drama|Thriller,1938
30746,Sidewalks of London,Comedy,1938
30865,Three Comrades,Drama|Romance,1938
31022,The Adventures of Sherlock Holmes,Crime|Mystery|Thriller,1939
31047,Another Thin Man,Comedy|Crime|Mystery|Romance,1939
31088,Beau Geste,Action|Adventure|Drama|War,1939
31104,Blind Alley,Crime|Drama|Film-Noir,1939
31143,The Cat and the Canary,Comedy|Horror|Mystery|Thriller,1939
31202,Daffy Duck and the Dinosaur,Adventure|Animation|Comedy|Family|Short,1939
31207,Daredevils of the Red Circle,Action|Adventure|Crime|Family|Mystery,1939
31208,The Human Monster,Drama|Horror,1939
31213,A Day at the Zoo,Animation|Comedy|Family|Short,1939
31224,Desperate Trails,Western,1939
31225,Destry Rides Again,Comedy|Western,1939
31260,Each Dawn I Die,Crime|Drama|Film-Noir|Thriller,1939
31271,In the Times of Don Porfirio,Comedy|Drama|Musical|Romance,1940
31322,The Flying Deuces,Comedy|Family|War,1939
31359,Gaslight,Mystery|Thriller,1940
31365,Geronimo,Adventure|Drama|Western,1939
31383,Good Girls Go to Paris,Comedy,1939
31385,"Goodbye, Mr. Chips",Drama|Romance,1939
31397,Gulliver's Travels,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,1939
31398,Gunga Din,Adventure|Comedy|War,1939
31448,The Hound of the Baskervilles,Horror|Mystery|Thriller,1939
31526,Kalle på Spången,Comedy|Family|Musical,1939
31536,King of the Underworld,Crime|Drama|Romance,1939
31593,Love Affair,Drama|Romance,1939
31602,Made for Each Other,Comedy|Drama|Romance,1939
31679,Mr. Smith Goes to Washington,Comedy|Drama,1939
31725,Ninotchka,Comedy|Romance,1939
31742,Of Mice and Men,Adventure|Drama,1939
31750,The Old Maid,Drama,1939
31763,Opernball,Comedy|Musical|Romance,1939
31825,Private Detective,Action|Adventure|Comedy|Mystery|Romance,1939
31826,The Private Lives of Elizabeth and Essex,Biography|Drama|History|Romance,1939
31842,The Real Glory,Action|History|Romance|War,1939
31869,Robin Hood Makes Good,Adventure|Animation|Comedy|Family|Short,1939
31983,The Story of Vernon and Irene Castle,Biography|Drama|Musical|Romance|War,1939
32030,Three Smart Girls Grow Up,Comedy|Musical,1939
32043,Topper Takes a Trip,Comedy|Fantasy|Romance,1938
32059,Trouble Brewing,Action|Comedy|Crime|Musical|Romance,1939
32080,Union Pacific,Western,1939
32138,The Wizard of Oz,Adventure|Family|Fantasy|Musical,1939
32145,Wuthering Heights,Drama|Romance,1939
32155,Young Mr. Lincoln,Biography|Drama|History,1939
32156,The Story of the Last Chrysanthemum,Drama|Romance,1939
32234,The Bank Dick,Comedy,1940
32273,Boom Town,Drama|Western,1940
32338,Christmas in July,Comedy|Romance,1940
32342,City for Conquest,Drama|Music|Sport,1940
32349,Comrade X,Comedy|Romance,1940
32383,Dark Command,Western,1940
32413,Dr. Ehrlich's Magic Bullet,Biography|Drama,1940
32484,Foreign Correspondent,Action|Romance|Thriller|War,1940
32551,The Grapes of Wrath,Drama,1940
32553,The Great Dictator,Comedy|Drama|War,1940
32599,His Girl Friday,Comedy|Drama|Romance,1940
32622,I'm Still Alive,Action|Adventure|Drama|Romance,1940
32728,The Long Voyage Home,Drama|War,1940
32733,Lucky Partners,Comedy|Drama|Romance,1940
32741,Mad Youth,Drama,1939
32762,The Mark of Zorro,Action|Adventure|Family|Romance|Western,1940
32811,The Mortal Storm,Drama,1940
32816,Mrs. Ladybug,Animation|Short,1940
32818,The Mummy's Hand,Adventure|Fantasy|Horror,1940
32842,Night Train to Munich,Drama|Thriller|War,1940
32846,No Time for Comedy,Comedy|Drama|Romance,1940
32881,Our Town,Drama|Family|Romance,1940
32927,"Popeye Presents Eugene, the Jeep",Animation|Comedy|Family|Short,1940
33021,Santa Fe Trail,War|Western,1940
33047,The Showdown,Western,1940
33145,The Golden Fleecing,Comedy|Crime,1940
33152,The Thief of Bagdad,Adventure|Family|Fantasy|Romance,1940
33153,"Third Finger, Left Hand",Comedy,1940
33186,The Trouble with Husbands,Comedy|Short,1940
33253,The Westerner,Western,1940
33254,When the Daltons Rode,Western,1940
33282,You Ought to Be in Pictures,Animation|Comedy|Family|Short,1940
33355,The Art of Self Defense,Animation|Comedy|Family|Short|Sport,1941
33373,Ball of Fire,Comedy|Romance,1941
33387,The Big Boss,Crime|Drama,1941
33405,Blood and Sand,Drama|Sport,1941
33436,Buck Privates,Comedy|Musical|War,1941
33467,Citizen Kane,Drama|Mystery,1941
33477,Come Live with Me,Comedy|Romance,1941
33499,Crime Control,Comedy|Crime|Short,1941
33511,Suicide Squadron,Drama|Romance|War,1941
33533,The Devil and Miss Jones,Comedy|Romance,1941
33553,Dr. Jekyll and Mr. Hyde,Drama|Horror|Sci-Fi|Thriller,1941
33563,Dumbo,Adventure|Animation|Drama|Family|Fantasy|Musical,1941
33589,Farm Frolics,Animation|Comedy|Family|Short,1941
33601,Fighting Bill Fargo,Western,1941
